;date;average_price;total_volume;gala;fuji;granny_smith;total_bags;s_bags;l_bags;xl_bags;type;region
19;16/08/2015;1.05;3193685618;1268025248;1299832725;114336458;511491187;434283906;70354210;6853071;conventional;TotalUS
20;09/08/2015;1.05;3325491187;1300337107;1392669262;101452088;531032730;439146166;88823791;3062773;conventional;TotalUS
21;02/08/2015;1.09;3035846788;1211523376;1221901412;98470275;503951725;432298519;68917580;2735626;conventional;TotalUS
22;26/07/2015;1.07;3065221108;1219622593;1200922805;101715774;542959936;462725187;77980755;2253994;conventional;TotalUS
23;19/07/2015;1.07;3232464766;1274276017;1260545717;115489734;582153298;475779896;101383406;4989996;conventional;TotalUS
24;12/07/2015;1.07;3166003168;1238444940;1240336020;98036175;589186033;506719834;79678614;2787585;conventional;TotalUS
25;05/07/2015;1.04;3794367034;1564393937;1421365006;134246595;674361496;580395433;90520455;3445608;conventional;TotalUS
26;28/06/2015;1.06;3240870570;1329956871;1150599924;104583254;655730521;569021631;84675240;2033650;conventional;TotalUS
27;21/06/2015;1.02;3573461390;1469960493;1324446660;132642256;646411981;551790951;89802746;4818284;conventional;TotalUS
28;14/06/2015;0.98;3702608575;1638368507;1282101503;108508161;673630404;589364172;82239978;2026254;conventional;TotalUS
29;07/06/2015;1;3654999566;1652979760;1258226521;114471595;629321690;530456291;94399595;4465804;conventional;TotalUS
30;31/05/2015;1.03;3372015909;1550361333;1159963402;90390835;571300339;496723163;72604625;1972551;conventional;TotalUS
31;24/05/2015;1.04;3534418315;1600010780;1251382119;89977992;593047424;509426338;81562855;2058231;conventional;TotalUS
32;17/05/2015;1.06;3202768615;1461594159;1100334122;96354953;544485381;474754474;66098355;3632552;conventional;TotalUS
33;10/05/2015;1.02;3640088658;1621532875;1350906465;85814545;581834773;499162582;81662940;1009251;conventional;TotalUS
34;03/05/2015;0.96;4129170439;1778761193;1660258904;111832950;578317392;464715548;111098723;2503121;conventional;TotalUS
35;26/04/2015;1.07;3089415780;1383371528;1086740308;88973220;530330724;458420344;68717940;3192440;conventional;TotalUS
36;19/04/2015;1.03;3309125626;1425131931;1227785878;101663126;554544691;469622479;81993517;2928695;conventional;TotalUS
37;12/04/2015;1.02;3204640164;1479335418;1121054411;80794241;523456094;440046938;82656705;752451;conventional;TotalUS
38;05/04/2015;1.06;3150066944;1393901443;1152698036;87198129;516269336;447729971;66651474;1887891;conventional;TotalUS
39;29/03/2015;1.04;2998264843;1252463704;1154104135;81127288;510569716;448788676;61034920;746120;conventional;TotalUS
40;22/03/2015;1.01;3251355051;1369740561;1265978483;106638592;508997415;427507146;76252754;5237515;conventional;TotalUS
41;15/03/2015;1.04;2957222571;1314998871;1063407076;87157504;491659120;428762156;61490492;1406472;conventional;TotalUS
42;08/03/2015;1.02;3009469885;1301375035;1097397260;83400915;527296675;458372682;67314942;1609051;conventional;TotalUS
43;01/03/2015;0.97;3299401416;1328222298;1373312448;107057607;490809063;412913863;72521835;5373365;conventional;TotalUS
44;22/02/2015;1.02;2993672976;1262856236;1135428164;93713885;501674691;433624712;66714929;1335050;conventional;TotalUS
45;15/02/2015;1.03;2801252093;1262661530;978348959;84565352;475676252;409622646;64863200;1190406;conventional;TotalUS
46;08/02/2015;0.95;3213733301;1330819340;1338134754;73793945;470985262;402247485;67345354;1392423;conventional;TotalUS
47;01/02/2015;0.89;4465546151;1893303804;1895647974;138151611;538442762;421645203;112107647;4689912;conventional;TotalUS
48;25/01/2015;1.04;2847031084;1216744503;1073465282;76802005;480019294;397863690;81292473;863131;conventional;TotalUS
49;18/01/2015;1.03;2904345885;1185813934;1170194780;83130190;465206981;387304126;77109320;793535;conventional;TotalUS
50;11/01/2015;1.01;2906354275;1154481053;1213477338;86657466;451738418;378326116;71833387;1578915;conventional;TotalUS
51;04/01/2015;0.95;3132427773;1235716134;1362408305;84409332;449894002;358532158;89494563;1867281;conventional;TotalUS
0;27/12/2015;0.83;529197963;203844368;171759945;12525482;141068168;83826779;56726976;514413;conventional;West
1;20/12/2015;0.88;473764903;201733124;131471100;13084960;127475719;84369113;41774645;1331961;conventional;West
2;13/12/2015;0.85;489943992;179899546;159632901;13410162;137001383;85150676;51793619;57088;conventional;West
3;06/12/2015;0.75;620251384;209772052;205139283;10756834;194583215;136076083;58284633;222499;conventional;West
4;29/11/2015;0.99;371960321;146186154;121681100;10421976;93671091;68867400;24731815;71876;conventional;West
5;22/11/2015;0.92;448199034;154901212;158833947;11817098;122646777;73058048;49458514;130215;conventional;West
6;15/11/2015;0.83;597249377;199685258;206043993;12276334;179243792;108098570;69995670;1149552;conventional;West
7;08/11/2015;0.88;509483754;220433857;166841699;10775358;111432840;77054402;34154479;223959;conventional;West
8;01/11/2015;0.9;502485814;181506615;193747991;13288359;113942849;71711041;42167508;64300;conventional;West
9;25/10/2015;0.95;494583554;157434401;199084480;13457292;124607381;82372752;42076479;158150;conventional;West
10;18/10/2015;0.89;541353264;201288719;217079282;11034857;111950406;68989369;42940537;20500;conventional;West
11;11/10/2015;0.91;553445099;128796579;271436353;17804228;135407939;94788897;40236011;383031;conventional;West
12;04/10/2015;1;489548563;136944986;237844126;17919202;96840249;63033733;33699414;107102;conventional;West
13;27/09/2015;0.97;479286829;160197134;211602965;9892579;97594151;66912889;30675891;5371;conventional;West
14;20/09/2015;0.92;559609103;155216189;282587679;12420793;109384442;75140806;34216604;27032;conventional;West
15;13/09/2015;0.92;581126029;219437338;231742816;13699639;116246236;73384393;42855623;6220;conventional;West
16;06/09/2015;0.93;590075195;268293817;208622979;12472273;100686126;69624023;31056888;5215;conventional;West
17;30/08/2015;1.03;513825691;216351105;198605901;12465784;86402901;62478263;23919591;5047;conventional;West
18;23/08/2015;1.04;519757846;216013008;205471068;10778651;87495119;70916329;16572393;6397;conventional;West
19;16/08/2015;0.98;571813941;264092773;202760338;12333473;92627357;68599288;24026217;1852;conventional;West
20;09/08/2015;1.01;553148820;236853120;206885419;13540770;95869511;66760438;29106547;2526;conventional;West
21;02/08/2015;1.02;545104076;247011649;196285358;12043479;89763590;64346137;25416611;842;conventional;West
22;26/07/2015;1.07;512658884;229311163;177614349;14611277;91122095;64501313;26620782;0;conventional;West
23;19/07/2015;1.04;552529895;233724249;206593921;11352376;100859349;66515751;34338961;4637;conventional;West
24;12/07/2015;1.01;579150896;268840631;195043622;13309700;101956943;73184374;28627091;145478;conventional;West
25;05/07/2015;0.98;674908120;332863780;230490745;15586252;95967343;76718344;19242282;6717;conventional;West
26;28/06/2015;1.03;561775222;268620338;190783416;12326181;90045287;71972754;18061810;10723;conventional;West
27;21/06/2015;0.93;647895208;306275354;229996202;13862126;97761526;80780578;16764078;216870;conventional;West
28;14/06/2015;0.92;676000168;323925839;241600243;11296522;99177564;77696113;21472956;8495;conventional;West
29;07/06/2015;0.92;666922129;345159261;214507152;11982950;95272766;68369578;26900535;2653;conventional;West
30;31/05/2015;0.93;587498236;309412971;183573500;12913905;81597860;66554184;15040052;3624;conventional;West
31;24/05/2015;0.93;613915981;320624781;203665612;12039895;77585693;67884933;9678562;22198;conventional;West
32;17/05/2015;0.98;533899215;278620082;165456398;10856100;78966635;60875149;18070204;21282;conventional;West
33;10/05/2015;0.94;632372480;305001463;226089088;11529095;89752834;67831672;21896893;24269;conventional;West
34;03/05/2015;0.89;693709553;311593771;291708383;10493226;79914173;61190654;18689182;34337;conventional;West
35;26/04/2015;0.9;601331236;316335308;202174562;7925900;74895466;61455677;13332640;107149;conventional;West
36;19/04/2015;0.88;661242228;311868639;255727166;8725083;84921340;60828723;24072348;20269;conventional;West
37;12/04/2015;0.98;560947136;256186542;226785521;10311058;67664015;46962490;20698128;3397;conventional;West
38;05/04/2015;0.95;592971867;313203140;202252408;9305521;68210798;54493922;13541481;175395;conventional;West
39;29/03/2015;0.93;571989826;297853492;201238412;8970126;63927796;50857686;13069145;965;conventional;West
40;22/03/2015;0.99;536833144;251145354;216370441;10162605;59154744;51503890;7649568;1286;conventional;West
41;15/03/2015;0.94;557258245;303410448;182986835;8583116;62277846;53526921;8749638;1287;conventional;West
42;08/03/2015;0.99;538269351;254140990;212011156;9809296;62307909;52427288;9877476;3145;conventional;West
43;01/03/2015;0.95;584074283;222144789;282286441;11008802;68634251;59070571;9560325;3355;conventional;West
44;22/02/2015;0.95;593940298;244485121;265098614;7918193;76438370;58746299;17687166;4905;conventional;West
45;15/02/2015;0.98;502668871;248326525;184071614;9112541;61158191;54297312;6852188;8691;conventional;West
46;08/02/2015;0.89;594984614;274912229;241881700;7630542;70560143;57941250;12612073;6820;conventional;West
47;01/02/2015;0.84;836250408;353135044;387267200;8089353;87758811;70533364;17215491;9956;conventional;West
48;25/01/2015;0.94;546131390;269515756;203193797;7155057;66266780;52187770;14073566;5444;conventional;West
49;18/01/2015;0.96;547536301;243173663;225806963;7634813;70920862;52735878;18180988;3996;conventional;West
50;11/01/2015;0.95;533309771;220311192;229276126;12741209;70981244;59870508;11107382;3354;conventional;West
51;04/01/2015;0.89;579441058;227544687;258230065;9702409;83963897;68881301;15081957;639;conventional;West
0;27/12/2015;0.71;77640439;45190451;14159936;1548697;16741355;12315822;3306533;1119000;conventional;WestTexNewMexico
1;20/12/2015;0.83;64988576;38911055;10817629;1295359;13964533;9039286;2353580;2571667;conventional;WestTexNewMexico
2;13/12/2015;0.78;64604156;43778091;10011013;1357625;9457427;8305310;1094784;57333;conventional;WestTexNewMexico
3;06/12/2015;0.74;62323177;39887112;13343418;2108812;6983835;6823356;160479;0;conventional;WestTexNewMexico
4;29/11/2015;0.81;51902845;33544683;10363594;1146306;6848262;6726473;121789;0;conventional;WestTexNewMexico
5;22/11/2015;0.78;61507736;40313314;12207809;1200893;7785720;7495333;290387;0;conventional;WestTexNewMexico
6;15/11/2015;0.71;73269538;48318055;15577870;1278068;8095545;7711229;384316;0;conventional;WestTexNewMexico
7;08/11/2015;0.76;66140590;44528103;12374568;1196800;8041119;7900915;140204;0;conventional;WestTexNewMexico
8;01/11/2015;0.8;59211557;35088182;13157651;3280260;7685464;7570011;115453;0;conventional;WestTexNewMexico
9;25/10/2015;0.82;63587360;36348708;16660785;3196004;7381863;7271786;110077;0;conventional;WestTexNewMexico
10;18/10/2015;0.81;68150130;40963987;17757302;1580579;7848262;7761120;87142;0;conventional;WestTexNewMexico
11;11/10/2015;0.89;63848647;26806113;25851868;3102733;8087933;7984199;103734;0;conventional;WestTexNewMexico
12;04/10/2015;0.85;64905015;24018349;31770112;1666198;7450356;7276114;174242;0;conventional;WestTexNewMexico
13;27/09/2015;0.79;71497726;25589791;37623289;1298842;6985804;6831262;154542;0;conventional;WestTexNewMexico
14;20/09/2015;0.78;74624998;28913519;35299881;1424744;8986854;7877954;1108900;0;conventional;WestTexNewMexico
15;13/09/2015;0.75;82972775;34172832;33056617;2617467;13125859;8293285;4832574;0;conventional;WestTexNewMexico
16;06/09/2015;0.8;79042066;48755138;18361244;1617057;10308627;9117340;1191287;0;conventional;WestTexNewMexico
17;30/08/2015;0.82;75066914;51820331;13637437;1629854;7979292;7873142;106150;0;conventional;WestTexNewMexico
18;23/08/2015;0.8;74021387;53557033;10010886;1333223;9120245;8792736;327509;0;conventional;WestTexNewMexico
19;16/08/2015;0.77;81563881;48907690;15480584;2086649;15088958;12583694;2505264;0;conventional;WestTexNewMexico
20;09/08/2015;0.74;88588392;57688327;15475826;2022228;13402011;10091213;3310798;0;conventional;WestTexNewMexico
21;02/08/2015;0.79;79537151;57310742;9463345;1366227;11396837;9567346;1829491;0;conventional;WestTexNewMexico
22;26/07/2015;0.81;77788303;54266364;9611202;2508672;11402065;9755549;1646516;0;conventional;WestTexNewMexico
23;19/07/2015;0.76;80334022;55283976;10124390;1606656;13319000;11523750;1795250;0;conventional;WestTexNewMexico
24;12/07/2015;0.77;75467244;51515021;10014870;1618582;12318771;10727337;1591434;0;conventional;WestTexNewMexico
25;05/07/2015;0.78;91336072;60665091;12346583;1823351;16501047;14619935;1881112;0;conventional;WestTexNewMexico
26;28/06/2015;0.71;94113550;67042534;10801980;1307785;14961251;13039224;1922027;0;conventional;WestTexNewMexico
27;21/06/2015;0.74;94894253;60131824;15899723;1345547;17517159;14813278;2703881;0;conventional;WestTexNewMexico
28;14/06/2015;0.7;103597314;65112092;20273192;1341305;16870725;12650862;4219863;0;conventional;WestTexNewMexico
29;07/06/2015;0.68;105399799;75059450;15273651;1254343;13812355;10371920;3440435;0;conventional;WestTexNewMexico
30;31/05/2015;0.74;88704515;62672473;12403726;2532856;11095460;7842365;3253095;0;conventional;WestTexNewMexico
31;24/05/2015;0.75;91496682;69290055;10796422;1465428;9944777;8233529;1711248;0;conventional;WestTexNewMexico
32;17/05/2015;0.7;94231032;72108766;11207095;1217059;9698112;7446015;2252097;0;conventional;WestTexNewMexico
33;10/05/2015;0.71;101916083;77423270;12816865;1388983;10286965;7918932;2368033;0;conventional;WestTexNewMexico
34;03/05/2015;0.74;96714419;67757596;16645605;1506501;10804717;8071169;2733548;0;conventional;WestTexNewMexico
35;26/04/2015;0.74;89963266;59634241;17456073;1446889;11426063;8069734;3356329;0;conventional;WestTexNewMexico
36;19/04/2015;0.7;96100134;68779459;15497184;1624348;10199143;7659517;2539626;0;conventional;WestTexNewMexico
37;12/04/2015;0.76;84031458;56469443;16710574;1129094;9722347;7158733;2563614;0;conventional;WestTexNewMexico
38;05/04/2015;0.76;93888060;66096168;16348160;1553004;9890728;9153077;737651;0;conventional;WestTexNewMexico
39;29/03/2015;0.74;90832330;59524091;19993830;1857060;9457349;8859982;597367;0;conventional;WestTexNewMexico
40;22/03/2015;0.85;75257608;48967855;15767962;1408425;9113366;8923298;190068;0;conventional;WestTexNewMexico
41;15/03/2015;0.75;82779525;61049624;11508970;1311491;8909440;8639927;269513;0;conventional;WestTexNewMexico
42;08/03/2015;0.73;80573103;56818230;13701217;1234454;8819202;8584821;234381;0;conventional;WestTexNewMexico
43;01/03/2015;0.84;72348895;43911527;16724585;2822616;8890167;8680097;210070;0;conventional;WestTexNewMexico
44;22/02/2015;0.85;68140959;45508717;12126948;1647086;8858208;8605077;253131;0;conventional;WestTexNewMexico
45;15/02/2015;0.78;74306625;52046429;13369554;1209988;7680654;7376341;304313;0;conventional;WestTexNewMexico
46;08/02/2015;0.72;81166436;53928041;17520731;1371757;8345907;8111625;234282;0;conventional;WestTexNewMexico
47;01/02/2015;0.71;91636742;61127039;20518123;1410736;8580844;8206570;374274;0;conventional;WestTexNewMexico
48;25/01/2015;0.8;72080061;51914282;12424886;1057329;6683564;6507269;176295;0;conventional;WestTexNewMexico
49;18/01/2015;0.8;72979572;51644641;12843887;1247314;7243730;7156422;87308;0;conventional;WestTexNewMexico
50;11/01/2015;0.92;58489699;34712563;12971742;2794407;8010987;7850346;160641;0;conventional;WestTexNewMexico
51;04/01/2015;0.75;75811895;42687887;14795843;1526789;16801376;16520222;281154;0;conventional;WestTexNewMexico
0;25/12/2016;1.52;7334173;320239;5828033;42692;1143209;1101732;41183;294;conventional;Albany
1;18/12/2016;1.53;6893853;334536;5594979;13872;950466;887665;58773;4028;conventional;Albany
2;11/12/2016;1.49;7177785;232339;5654579;8665;1282202;1217675;64527;0;conventional;Albany
3;04/12/2016;1.48;11303196;653078;9974605;5084;670429;647612;22817;0;conventional;Albany
4;27/11/2016;1.52;5817189;279399;4710618;1814;825358;797398;27960;0;conventional;Albany
5;20/11/2016;1.56;7008951;367563;5689854;1100;950434;923840;20900;5694;conventional;Albany
6;13/11/2016;1.62;6360801;352363;4983768;3400;1021270;979067;42203;0;conventional;Albany
7;06/11/2016;1.63;5717820;321204;4302432;3640;1090544;1047409;43135;0;conventional;Albany
8;30/10/2016;1.46;5837510;318714;4589852;5431;923513;915312;8201;0;conventional;Albany
9;23/10/2016;1.19;9208035;422293;7753736;4600;1027406;1016026;11380;0;conventional;Albany
10;16/10/2016;1.4;6906090;402742;5418655;5377;1079316;1043439;35877;0;conventional;Albany
11;09/10/2016;1.13;10108784;364146;8717441;10215;1016982;974441;42541;0;conventional;Albany
12;02/10/2016;1.51;7548026;410922;5751576;8408;1377120;1334552;42568;0;conventional;Albany
13;25/09/2016;1.62;9685315;765855;7942581;4325;972554;958680;13874;0;conventional;Albany
14;18/09/2016;1.39;7951363;662437;6338456;3748;946722;895814;50908;0;conventional;Albany
15;11/09/2016;1.37;8147315;625888;6351185;4226;1166016;1083917;81599;500;conventional;Albany
16;04/09/2016;1.44;9545626;1474113;6496675;8811;1566027;1534019;22008;10000;conventional;Albany
17;28/08/2016;1.18;14532322;3491297;9492879;5385;1542761;1436764;26997;79000;conventional;Albany
18;21/08/2016;1.43;9488279;1452036;6341688;2803;1691752;1581100;28652;82000;conventional;Albany
19;14/08/2016;1.2;11052809;2400062;7297023;2676;1353048;1243482;35010;74556;conventional;Albany
20;07/08/2016;1.48;9968311;1467087;6905428;1090;1594706;1459720;17819;117167;conventional;Albany
21;31/07/2016;1.61;12558657;929365;9691541;2546;1935205;1880323;7882;47000;conventional;Albany
22;24/07/2016;1.46;9832114;1158064;6519563;1373;2153114;1863929;24185;265000;conventional;Albany
23;17/07/2016;1.31;8922802;927369;6426069;8007;1561357;1343976;68881;148500;conventional;Albany
24;10/07/2016;1.11;13163013;2097024;9658182;4649;1403158;1087600;47058;268500;conventional;Albany
25;03/07/2016;1.42;11590761;837377;8212204;14683;2526497;2187264;49233;290000;conventional;Albany
26;26/06/2016;1.5;13308666;792301;10665684;3742;1846939;1647975;41964;157000;conventional;Albany
27;19/06/2016;1.42;11281751;676663;8537427;3007;2064654;1852659;38995;173000;conventional;Albany
28;12/06/2016;1.38;11139450;753124;8377134;8125;2001067;1836849;28218;136000;conventional;Albany
29;05/06/2016;1.47;11585712;428846;9205575;5398;1945893;1738560;39833;167500;conventional;Albany
30;29/05/2016;1.49;12781225;258077;10487694;10364;2025090;1951992;18098;55000;conventional;Albany
